well_id,datetime,oil_rate,gas_rate,water_rate,total_liquid_rate,tubing_pressure,casing_pressure,line_pressure,flowing_temperature,gas_oil_ratio,status,uptime,downtime_minutes,allocation_oil_volume,allocation_gas_volume,allocation_water_volume,site_id,revenue,operating_cost,profit,cost_per_barrel,incident_id,incident_title,incident_description,category,region,flow_rate,pressure,temperature,vibration,site_name,lat,lon,manager,phone,email
W0001,2025-09-06,50.044,265.737,471.848,521.893,1836.2,897.2,303.3,161.4,5310.0,active,95.42,66.0,50.044,265.737,471.848,S004,6624.69,11811.59,-5540.63,125.211,0.0,,,safety,Permian Central,20.888083333333334,5961.549,191.851,2.470666666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-07,51.924,238.334,491.9,543.824,1968.3,787.9,373.5,171.9,4590.1,active,93.27,97.0,51.924,238.334,491.9,S004,6069.96,11497.39,-5771.12,125.4539,0.0,,,safety,Permian Central,21.741375,5855.075541666666,186.43578260869566,3.2576666666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-08,46.56,216.091,443.195,489.755,1739.6,775.9,352.7,139.4,4641.1,producing,96.3,53.0,46.56,216.091,443.195,S004,5604.38,10583.2,-5288.48,128.1644,0.0,,,safety,Permian Central,22.655625,5926.469347826088,211.55770833333335,3.9838260869565216,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-09,50.725,209.769,485.155,535.88,1706.0,874.2,382.5,137.7,4135.4,active,100.0,0.0,50.725,209.769,485.155,S004,5727.04,10985.39,-5579.65,128.2044,0.0,,,safety,Permian Central,23.08069565217391,6141.280772727273,189.51108333333332,2.82,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-10,49.817,243.832,478.764,528.581,1822.2,920.8,381.3,137.6,4894.6,active,91.18,127.0,49.817,243.832,478.764,S004,6113.02,11413.93,-5640.12,126.1826,0.0,,,safety,Permian Central,22.60475,6146.0526956521735,200.33121739130436,2.4076363636363634,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-11,45.091,230.726,435.437,480.528,1830.1,927.7,322.8,152.3,5116.9,active,96.89,45.0,45.091,230.726,435.437,S004,6102.97,10643.46,-4853.78,127.3974,0.0,,,safety,Permian Central,22.471,6276.683875,187.8185,3.2495833333333333,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-12,49.654,210.709,481.834,531.488,1856.9,804.7,376.3,140.3,4243.5,active,100.0,0.0,49.654,210.709,481.834,S004,5526.98,10767.53,-5558.45,127.0173,0.0,,,safety,Permian Central,22.361541666666668,7855.161166666668,189.415125,2.5658333333333334,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-13,50.919,238.939,496.52,547.439,1915.6,933.0,382.9,169.0,4692.5,active,93.54,93.0,50.919,238.939,496.52,S004,6422.95,11345.23,-5262.58,125.0272,0.0,,,safety,Permian Central,21.268958333333334,7863.329083333333,193.35120833333335,2.603833333333333,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-14,47.738,208.614,467.778,515.516,1702.1,893.8,363.6,152.8,4370.0,active,93.33,96.0,47.738,208.614,467.778,S004,5711.33,10532.68,-5130.77,127.658,1034.0,Lost-time injury,"Floorhand strained his back lifting a joint of pipe on W0001. Couldn't finish the tour, put in for lost time.",safety,Permian Central,23.43186956521739,5947.316374999999,195.02991666666665,2.355,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-15,50.678,219.661,499.02,549.698,1768.2,1117.6,375.0,141.4,4334.5,active,100.0,0.0,50.678,219.661,499.02,S004,6154.8,11114.81,-5287.35,127.3346,0.0,,,safety,Permian Central,22.13179166666667,5959.506666666667,186.539625,2.6824999999999997,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-16,45.021,226.08,445.508,490.529,1885.7,937.9,347.1,141.5,5021.6,active,95.33,67.0,45.021,226.08,445.508,S004,5586.13,10579.72,-5303.69,127.9273,0.0,,,safety,Permian Central,22.739791666666665,5957.513083333334,199.21699999999998,2.29625,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-17,43.587,211.121,433.456,477.043,1825.7,800.3,356.9,153.9,4843.6,active,98.57,21.0,43.587,211.121,433.456,S004,5438.04,10127.38,-4984.76,128.5628,0.0,,,safety,Permian Central,20.235458333333334,5940.223166666667,191.13654166666666,2.3279166666666664,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-18,45.245,219.514,452.18,497.425,1662.8,928.6,372.4,160.8,4851.7,active,96.17,55.0,45.245,219.514,452.18,S004,5938.44,10537.75,-4906.18,128.7751,0.0,,,safety,Permian Central,21.558875,6586.0689999999995,194.49141666666665,2.566333333333333,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-19,50.625,195.557,508.469,559.094,1861.8,941.1,370.6,188.5,3862.9,active,93.19,98.0,50.625,195.557,508.469,S004,5745.84,10663.02,-5229.23,128.1338,0.0,,,safety,Permian Central,22.79408695652174,6163.779,197.107,2.4032916666666666,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-20,49.076,232.83,495.385,544.461,1878.2,874.8,380.4,142.3,4744.3,active,98.86,16.0,49.076,232.83,495.385,S004,6411.87,11100.51,-5018.2,126.313,1038.0,Environmental exceedance,Flare volumes ran over permit limits on W0001 this reporting period. Documented and reported up.,environment,Permian Central,21.382291666666664,6422.515347826087,202.11013043478263,3.6174347826086954,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-21,46.617,207.645,472.927,519.544,2077.8,750.6,377.5,133.9,4454.3,active,96.25,54.0,46.617,207.645,472.927,S004,5220.88,10426.08,-5509.78,128.3612,0.0,,,environment,Permian Central,23.29733333333333,6584.260458333333,193.02978260869568,2.7902916666666666,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-22,45.793,230.545,466.921,512.714,1670.7,842.8,377.2,142.7,5034.5,active,96.19,55.0,45.793,230.545,466.921,S004,5990.55,10755.88,-5081.15,127.7159,0.0,,,environment,Permian Central,22.16133333333333,6576.602608695652,190.381875,10.046521739130435,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-23,47.578,214.172,487.582,535.16,2057.3,950.7,269.0,151.9,4501.5,active,94.05,86.0,47.578,214.172,487.582,S004,5836.45,10664.09,-5139.91,128.0612,1025.0,Hydrocarbon spill,"Crude overflowed a tank at the W0001 battery. Stayed inside the berm, cleaning it up now.",environment,Permian Central,22.13875,5847.7895,187.87716666666665,2.4932608695652174,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-24,44.951,225.466,463.007,507.958,1786.2,940.4,384.6,138.0,5015.8,active,93.62,92.0,44.951,225.466,463.007,S004,5527.75,10604.94,-5386.68,128.5001,1033.0,Fire / near miss,"Small fire on the compressor at W0001. Knocked it down with an extinguisher, no one hurt.",process safety,Permian Central,20.168041666666667,6188.087818181818,185.03233333333333,2.6173478260869563,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-25,45.716,205.006,473.298,519.014,2011.9,932.4,299.6,159.2,4484.3,active,94.04,86.0,45.716,205.006,473.298,S004,5745.51,10240.09,-4794.15,128.1875,0.0,,,process safety,Permian Central,22.212125,6822.924391304347,193.7755909090909,2.674375,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-26,52.417,226.621,545.46,597.876,1741.9,1001.4,321.7,154.4,4323.5,active,91.44,123.0,52.417,226.621,545.46,S004,6171.29,11300.79,-5467.69,125.3038,0.0,,,process safety,Permian Central,23.147375,7602.872375,201.09554166666666,3.821304347826087,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-27,48.495,196.975,507.259,555.754,1778.8000000000002,818.0,339.9,137.5,4061.7,active,95.82,60.0,48.495,196.975,507.259,S004,5732.2,10444.86,-5017.6,128.4348,0.0,,,process safety,Permian Central,35.881708333333336,6376.554826086956,183.2385833333333,2.5168260869565215,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-28,50.712,188.927,533.192,583.904,1815.7,1015.3,292.6,161.6,3725.5,active,94.68,77.0,50.712,188.927,533.192,S004,5583.63,10491.07,-5215.68,127.6288,0.0,,,process safety,Permian Central,21.562608695652173,5960.937541666666,196.76541666666665,2.459166666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-29,46.064,194.875,486.843,532.907,1823.9,852.0,352.8,146.1,4230.6,active,97.39,38.0,46.064,194.875,486.843,S004,5413.87,10209.92,-5090.58,129.9912,0.0,,,process safety,Permian Central,23.280041666666666,6231.96125,193.00116666666668,2.609541666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-09-30,46.197,218.23,490.801,536.998,1651.5,1070.6,271.9,148.5,4724.0,active,100.0,0.0,46.197,218.23,490.801,S004,5902.14,10621.71,-5029.21,128.6409,0.0,,,process safety,Permian Central,22.261083333333332,5874.614217391305,198.5915,2.3395454545454544,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-01,47.348,211.97,505.678,553.027,1775.0,860.6,326.4,158.5,4476.8,active,94.13,85.0,47.348,211.97,505.678,S004,6195.76,10498.3,-4612.58,126.9807,0.0,,,process safety,Permian Central,23.625521739130438,6448.658826086956,194.53058333333334,2.955625,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-02,46.561,197.153,499.897,546.458,1836.9,965.0,375.2,141.7,4234.3,active,98.7,19.0,46.561,197.153,499.897,S004,5409.65,10230.0,-5118.19,128.8091,0.0,,,process safety,Permian Central,22.039083333333334,6293.377458333333,211.33608695652177,2.5710833333333336,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-03,43.91,217.335,473.926,517.836,1797.5,909.4,401.1,144.1,4949.6,active,97.83,31.0,43.91,217.335,473.926,S004,5819.53,10281.56,-4762.54,128.307,0.0,,,process safety,Permian Central,20.746333333333332,5935.2870416666665,369.3863636363636,2.407875,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-04,46.777,202.95,507.557,554.334,1931.9,966.0,382.5,163.1,4338.7,active,95.35,67.0,46.777,202.95,507.557,S004,5868.95,10328.79,-4762.1,128.1455,0.0,,,process safety,Permian Central,21.833166666666667,5922.113583333333,189.02079166666667,2.6782083333333335,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-05,45.201,214.997,493.083,538.284,1838.9,889.6,353.9,156.0,4756.4,active,95.07,71.0,45.201,214.997,493.083,S004,5780.89,10231.49,-4754.47,126.2619,0.0,,,process safety,Permian Central,21.48091304347826,6170.8803043478265,218.95933333333335,2.4084166666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-06,42.79,234.502,469.291,512.081,1654.3,992.6,381.7,156.2,5480.3,active,92.98,101.0,42.79,234.502,469.291,S004,5863.09,10436.63,-4880.57,127.4724,0.0,,,process safety,Permian Central,22.570391304347826,6132.059958333334,196.8216666666667,2.6304166666666666,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-07,46.547,203.716,513.244,559.791,1809.1,845.8,389.0,148.5,4376.6,active,93.31,96.0,46.547,203.716,513.244,S004,5515.42,10281.0,-5067.47,127.7148,0.0,,,process safety,Permian Central,22.693608695652173,6196.840291666667,194.472,2.5302083333333334,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-08,42.499,198.67,471.145,513.643,1732.4,834.2,359.7,152.4,4674.7,active,97.24,40.0,42.499,198.67,471.145,S004,5138.82,9812.75,-4957.49,129.7799,0.0,,,process safety,Permian Central,20.918869565217392,6335.6765000000005,188.81070833333334,2.327130434782609,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-09,43.216,195.919,481.705,524.921,1626.2,787.4,321.3,147.9,4533.5,producing,96.7,48.0,43.216,195.919,481.705,S004,5235.48,9825.76,-4874.78,129.5093,0.0,,,process safety,Permian Central,20.705173913043478,6734.203782608696,191.35058333333333,2.6359565217391308,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-10,45.26,222.818,507.247,552.507,1780.8,898.5,309.9,149.8,4923.0,active,98.57,21.0,45.26,222.818,507.247,S004,5813.89,10443.56,-4938.66,126.7479,0.0,,,process safety,Permian Central,22.299695652173913,6316.140916666667,189.34666666666666,2.433521739130435,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-11,43.525,205.875,490.476,534.001,1862.3,1022.6,345.6,154.0,4730.1,active,93.52,93.0,43.525,205.875,490.476,S004,5399.37,10026.7,-4919.21,128.8158,0.0,,,process safety,Permian Central,20.909875,5771.245541666667,186.44356521739132,2.5740416666666666,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-12,45.982,195.06,521.022,567.004,1801.5,907.8,319.1,150.2,4242.1,active,96.67,48.0,45.982,195.06,521.022,S004,5371.31,10088.54,-5011.57,128.5295,0.0,,,process safety,Permian Central,22.329652173913043,6496.594875,197.98365217391304,2.3975652173913042,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-13,45.331,220.395,516.497,561.828,2058.4,838.6,384.9,151.8,4861.9,active,98.88,16.0,45.331,220.395,516.497,S004,5623.35,10505.15,-5189.56,128.0124,0.0,,,process safety,Permian Central,22.708541666666665,7513.522541666666,186.58679166666664,2.4558260869565216,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-14,49.645,188.166,568.795,618.439,1728.1,730.1,329.0,142.4,3790.3,active,93.48,94.0,49.645,188.166,568.795,S004,5618.69,10352.31,-5037.4,127.7969,0.0,,,process safety,Permian Central,26.338782608695652,6586.392791666666,197.5134347826087,2.936625,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-15,44.139,203.592,508.54,552.678,1914.1,853.8,314.1,154.9,4612.6,active,100.0,0.0,44.139,203.592,508.54,S004,5606.0,10039.37,-4726.12,128.5928,0.0,,,process safety,Permian Central,21.154391304347826,5899.921086956521,194.75383333333332,2.511791666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-16,40.155,223.636,465.241,505.396,1743.7,762.9,404.2,148.9,5569.4,active,99.54,7.0,40.155,223.636,465.241,S004,5244.52,9944.53,-4990.37,128.4363,0.0,,,process safety,Permian Central,22.289749999999998,6096.362791666666,188.90300000000002,2.54875,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-17,46.704,175.56,544.184,590.888,1800.6,903.8,332.0,156.2,3759.0,active,94.2,83.0,46.704,175.56,544.184,S004,5407.79,9977.62,-4854.69,131.3467,0.0,,,process safety,Permian Central,20.143625,6068.545608695652,196.77258333333336,2.547478260869565,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-18,40.566,195.05,475.349,515.915,1861.7,956.9,305.0,134.7,4808.1,active,96.36,52.0,40.566,195.05,475.349,S004,5195.78,9610.43,-4688.69,131.5158,0.0,,,process safety,Permian Central,21.417875,6238.251583333334,195.75954166666668,2.436272727272727,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-19,46.524,200.983,548.263,594.787,1986.1,909.3,397.2,150.7,4320.0,active,93.75,90.0,46.524,200.983,548.263,S004,5513.68,10267.63,-5054.03,128.3114,0.0,,,process safety,Permian Central,21.422749999999997,6361.352043478261,194.905625,2.6315416666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-20,48.407,219.88,573.724,622.131,1916.6,951.6,404.7,140.4,4542.3,active,95.25,68.0,48.407,219.88,573.724,S004,6006.61,10699.35,-5011.7,125.7953,0.0,,,process safety,Permian Central,23.750708333333336,6552.088041666667,195.7564166666667,2.477625,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-21,44.718,209.693,533.058,577.776,1658.0,736.9,339.2,157.2,4689.2,active,90.72,134.0,44.718,209.693,533.058,S004,5775.15,10156.19,-4679.8,127.4833,0.0,,,process safety,Permian Central,22.23308695652174,5969.048916666667,190.8324347826087,2.421375,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-22,46.681,195.652,559.677,606.358,1634.4,763.7,347.8,153.8,4191.2,active,100.0,0.0,46.681,195.652,559.677,S004,5496.29,10262.5,-5063.54,129.4305,0.0,,,process safety,Permian Central,22.192695652173914,6223.3495,371.0457826086957,2.644041666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-23,42.609,165.975,513.828,556.437,1643.5,953.6,364.7,140.6,3895.3,active,95.73,61.0,42.609,165.975,513.828,S004,4805.04,9357.98,-4816.46,133.169,0.0,,,process safety,Permian Central,20.413333333333334,5978.755583333333,184.69883333333334,2.5715416666666666,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-24,41.253,179.135,500.384,541.637,1914.6,821.1,370.2,144.7,4342.3,active,95.81,60.0,41.253,179.135,500.384,S004,4833.93,9381.37,-4814.1,131.9297,0.0,,,process safety,Permian Central,21.71573913043478,5770.539782608696,191.38465217391303,2.5702083333333334,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-25,40.42,191.461,493.159,533.58,1733.6,804.2,428.6,150.4,4736.7,active,92.89,102.0,40.42,191.461,493.159,S004,4934.76,9454.51,-4790.96,130.7132,0.0,,,process safety,Permian Central,24.581708333333335,6077.4195,193.50154545454544,2.461681818181818,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-26,40.537,195.217,497.504,538.042,1773.5,949.1,380.3,144.7,4815.7,active,95.66,62.0,40.537,195.217,497.504,S004,5236.47,9540.59,-4578.15,130.5622,0.0,,,process safety,Permian Central,29.058958333333337,6007.510833333334,192.58016666666666,2.5450434782608697,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-27,40.732,188.077,502.853,543.584,1618.2,1009.3,415.8,147.5,4617.5,active,89.09,157.0,40.732,188.077,502.853,S004,5036.83,9426.64,-4660.1,130.7835,0.0,,,process safety,Permian Central,21.723272727272725,5932.182583333334,194.88360869565219,2.5770833333333334,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-28,43.521,195.372,540.486,584.007,1934.3,889.8,311.8,133.9,4489.2,active,100.0,0.0,43.521,195.372,540.486,S004,5069.84,9960.21,-5175.66,130.9124,0.0,,,process safety,Permian Central,22.240624999999998,5656.720458333333,202.95431818181817,2.6094166666666667,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-29,42.454,180.553,530.404,572.859,1722.4,813.5,417.5,158.8,4252.9,active,91.73,119.0,42.454,180.553,530.404,S004,5269.39,9503.46,-4506.1,130.9988,0.0,,,process safety,Permian Central,21.50491304347826,6267.310958333333,186.1903043478261,2.449782608695652,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-30,41.8,209.784,525.376,567.176,1696.6,1021.8,371.6,139.6,5018.7,active,96.23,54.0,41.8,209.784,525.376,S004,5344.36,9971.13,-4914.64,129.8934,0.0,,,process safety,Permian Central,23.176727272727273,6392.668217391305,188.44260869565218,2.235875,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-10-31,41.223,177.922,521.253,562.475,1911.1,1052.8,294.1,155.6,4316.1,active,91.85,117.0,41.223,177.922,521.253,S004,5032.82,9388.78,-4621.74,132.4665,0.0,,,process safety,Permian Central,22.831478260869567,5886.702375,193.798125,2.6367499999999997,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-11-01,39.955,182.547,508.3,548.255,1696.3,903.9,316.8,152.7,4568.8,producing,94.22,83.0,39.955,182.547,508.3,S004,3582.48,9311.33,-5992.79,132.3017,0.0,,,process safety,Permian Central,21.751541666666668,6840.554739130434,202.7654761904762,2.2628333333333335,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-11-02,41.333,185.295,529.052,570.385,1730.8,960.4,370.0,140.2,4482.9,active,93.28,97.0,41.333,185.295,529.052,S004,3520.42,9558.57,-6308.95,132.3617,0.0,,,process safety,Permian Central,21.47104347826087,5901.989291666666,195.83429166666667,2.485913043478261,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-11-03,41.586,197.79,535.555,577.141,1865.2,847.0,372.8,142.4,4756.2,active,90.99,130.0,41.586,197.79,535.555,S004,3589.95,9775.32,-6464.96,131.1226,0.0,,,process safety,Permian Central,22.837521739130437,5721.643833333333,186.300375,2.4755833333333332,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
W0001,2025-11-04,36.757,166.022,476.298,513.055,1831.2,827.7,375.5,133.4,4516.7,active,96.14,56.0,36.757,166.022,476.298,S004,3127.92,8836.17,-5949.85,137.1494,0.0,,,process safety,Permian Central,21.67573913043478,6091.5675833333335,192.55154166666668,3.1691249999999997,EE Site 4,30.292934,-101.121177,Alex Chen,+1-832-321-1466,alex.chen@conocophillips.com
